Id,ArrivalTime,FlightNumber
5P64UGI8BV7N4WK07ODN,13057.427125110135,BM2616
ONM9IWW5S19RSU1BNTDP,8092.35454356316,BM2616
DUH2Q4MAHEHCEA8Z6QZA,15368.70938196146,BM2616
H4WWNQB2BZDHAJ30YSPP,15366.389615463104,BM2616
IHHD7KS9HX2BZ2G62QB0,16807.70461457096,BM2616
96538QNZMINTBWZUCOXA,13617.211566540816,BM2616
6MWB2WXRX6ZOAVGLOF14,15967.799447711124,BM2616
RJWRZU9VSQ46ACCYR4AN,14491.946778331221,BM2616
HUDY4KLIBB8AVVQ537JC,15981.564766360778,BM2616
50N6RVY6FSGD5T3K0KB7,13731.221147935099,BM2616
A1MJS7642LC7GEKXAD9J,15476.66094098835,BM2616
KNKXU2P1OFBT7U6RTECX,11990.747894757258,BM2616
08JHQ8S15S44ISLEMTNL,16189.594197289436,BM2616
6COP0P4BIMTV6X3QY8WX,16857.068690094504,BM2616
YNZR2DT3BKJZ9UKP0OGP,15539.151633015126,BM2616
CM9O460PVOT7T4RZPZNV,14863.067661357843,BM2616
9QZMDMG9T0YP43J8AHY9,13223.524984871936,BM2616
OBSYUR5Y7KBA0JBEXRN0,13455.69509269005,BM2616
F8ANYWAQWH043R4XBOKD,14665.473299017674,BM2616
Q4XLR2ID7FR23SJALBUX,11799.464359808375,BM2616
KPRKAIYVRTYW5OLT271N,14538.73506897684,BM2616
7QXQADFYS70ZS3ZGU0SM,17901.21627218232,BM2616
7O14V5Y0P68EMKMCGZW5,14519.172496570893,BM2616
Y4XZ76DAPFE3FXFGG75I,17235.154176510427,BM2616
L5I737AYHUPZV610IVDC,12612.815779311404,BM2616
BHR5X5YYDRGJ6GAOYM8S,13197.23173705136,BM2616
ZT0B3WCFVXMUEKEWS1LE,15677.511600374599,BM2616
ZZ3JBPFWF7A07DK4VK4H,16551.67055427091,BM2616
C2FUJN1199R8ONMBLVNM,16335.410333303676,BM2616
VZPAOWUKT9P8FJ4UBB6Q,10617.690483861634,BM2616
WPFWV0HGRK74OU0N7S7W,9551.783440755891,BM2616
FSQ3CP3C6S29SBRRVPW4,11761.882052308416,BM2616
F46ILYUR1E3DYJE3TU3X,14426.627757157843,BM2616
OBRL6Y2EHUWB64ZWL414,15261.941296305384,BM2616
VIWDCGWLMJ9Y3H0F5GK0,15211.12524386952,BM2616
HV3GOM6OCYV2UZ2GZNGI,15544.495181943796,BM2616
68E39EKJOYR0R5HK2ZLW,16052.336215552174,BM2616
LJUQ1SNW2390S7YJXG2M,15873.332244401343,BM2616
Z46SRDY4652858V6V7QK,13891.865582684328,BM2616
1YOZAR2H5S401BIA6UI5,15845.129054799228,BM2616
J4TUDQXGNJ8ZQQDAC6AO,17765.345438578064,BM2616
EYG3S9KS09RG1OYJLKNP,12170.310127846535,BM2616
QJLYY1QSESMRGFGTZMJF,17585.478149486233,XC6333
J1KJAKI9E40AWG7IQKUI,17123.747230205332,XC6333
WP83VL75DFNFYW3Q4ZPU,18721.520946182103,XC6333
GNQMHGK5TBZOUA6KR70C,17784.302341610142,XC6333
K8GEFQESB94XWWTQMYC5,15205.484447974826,XC6333
GCSJ6JIQL2O67ZKEKUOT,18494.893541566624,XC6333
BH8495XPLATPGP1DL1ZM,12718.079288496807,XC6333
WCVXRLZ1WXU2EXPTWBL9,16103.713595009398,XC6333
7FGONPESHLNG82CPBLX3,17082.737921018637,XC6333
91ACTSZO1S2D2GGV39CS,17714.751358913345,XC6333
2PH9YXE2R1AEMXNKHDWL,12925.359128149645,XC6333
E0V02RVTF06LQZF4IKPS,13423.592905109032,XC6333
A0F6EZCSE3ZW9EVQ3HVY,13395.530944802462,XC6333
6EXX0ZJWY5DGXPMJ7SAD,17915.02746114607,XC6333
YBNRSUIO6TAIODJDAE6E,15544.774908696845,XC6333
C0ZGF5M3ZENCMYV8C36U,15767.30133406171,XC6333
OI5O4AQTSYFNL0MN8BRO,18221.262558881666,XC6333
XAAIDH1BIDFZ5HFB5QR3,12724.127707864796,XC6333
V21DU55OX7RHSQXSHSWP,15522.46450559727,XC6333
F19PM0Y6FTLWEY9LVVZM,17780.99499514907,XC6333
QB9GTYICZE5JXD11605E,11210.705357782486,XC6333
FBXCSOFALA9C938EPYW6,16673.862995777115,XC6333
B2DOAN5IF08TNRNS37RN,13673.753607030107,XC6333
LQYCHUZZ252RRAK096RL,15364.422066572388,XC6333
A58TU6898TS3CHA1MGOS,14211.1664066734,XC6333
RQ7822648GBZ9C2S67J4,16027.542641152997,XC6333
SA3JZ1J7XVYBHBKXPXJQ,13882.237022533089,XC6333
6ZHCH2FRCOOR30W8D6YB,17115.826943236465,XC6333
OFHT9LIIZ8AW9JCNG0RS,17514.731615813325,XC6333
ZPJ06MEIZH1IJG0ITB1K,10285.955368115203,XC6333
FYQT93UZV05HGOK5B6CB,16435.981347812693,XC6333
5GQ62OF4E7RJLNQANJB1,15997.26576128135,XC6333
AXIDAI2LIR4DC3RSXES2,15847.431545051635,XC6333
W6BOX564XLW574BBP8MQ,16879.030432052197,XC6333
AKB835PEEDS7X1MMKA36,14769.64495464076,XC6333
SAERJJUOBCXJCLNRO246,17855.923290216295,XC6333
2MMMAG1M6VPG73AHN6V1,15143.945688596807,XC6333
EWHXXG469A9VSIU9LD2P,12974.472621472052,XC6333
OCOA5GAXND8H8YJNYSEL,16066.607922341896,XC6333
EU7QCMD2LXOZTOX8PCR8,17084.586117768376,XC6333
53ZS4ZCECCVL3K2F9QI2,18840.014547113504,XC6333
3NLJMPY7JOSPGYZ94ARH,16462.226883813415,XC6333
SNH7HRLL5M2YBYPQ0SVS,15387.914335464871,XC6333
BNDABG8NDXXDPQD44U8M,18067.696929332986,XC6333
QGYI06CUNXI4A934KEG4,18152.577104468626,XC6333
L63XC7K6JZ6QIHO9F6JJ,15122.237963775242,XC6333
IH6LUQ6CUTUXWWHVDRAP,17958.23282855811,XC6333
16711MQAK2WGAIRAXLI2,16952.33531746722,XC6333
BJJX9W7WQVI4TWWBIJQ8,16060.818866011963,XC6333
PQ9Z1QMEG6JBP8JF2787,17688.013803261972,XC6333
2M6E1BJDUEAPP5A8PFWZ,13977.530262622728,XC6333
4KAEBPS1I20SU329GEKF,18211.04263069255,XC6333
OABRG6CM6AZTDXKUV8JL,18141.207137984205,XC6333
WJHBXBXEF9N2GMBVJY3P,17845.036242278955,XC6333
X0I0MD9JKK7XGEF55ICN,14676.109832712731,XC6333
8IZOD5M01X6E3XRFN4U6,12852.903555290277,XC6333
ZDFN577N4SRCMN48RGOO,16394.513681049968,XC6333
PTSQL379VDSUTHU1COV1,16082.501213271798,XC6333
41JCAN5L8OMHFB468T0T,14396.818518133048,XC6333
Z5QPCE3BG45UZ5PDZ3B3,17153.969316633928,XC6333
Y9BZFT3VOLYX0NRL3Z1G,16054.06302573636,XC6333
BT8BD85E3EG4XLNIXBHA,17209.147707990553,XC6333
ICLX08U5F2YVJBS7J7YB,15245.767485191114,XC6333
5ZT6FHHAIIZV0HP9R5XK,18079.59518245452,XC6333
LCR5AUU1X37N5AP51HHE,15271.071760126655,XC6333
W1DMKYRU46G1KSUXSKDL,17394.022610115488,XC6333
FCAZ7RYT86X3EF8HHHGS,15097.268964071995,XC6333
JF1ACD16QAM2YSCDF9R5,13826.963084497631,XC6333
YEQ7FRHB80IGFHKJM587,14659.404402572647,XC6333
ZDC87IUA2EZBRLPELDP5,19500.70842078098,XC6333
5KQLZC2586N666LMQGNW,19237.02674726079,XC6333
RJ9DW7DZYBL0EWLGQGLE,15589.964215509053,XC6333
ZPHHKXMUS09N18U1R6X3,15959.357001783139,XC6333
N2Y4OP6HOG2GB172HYK2,17243.72212639618,XC6333
0VMVNDRAW3SMH93A6E88,18096.171419951774,XC6333
CUXGVY7KE5LQNQ8EJ93B,18326.069387624804,XC6333
1C73KWZO24Z2HD8Q7YFP,17976.610823981842,XC6333
73FQHJVZC914BI231UQR,18739.348952321176,XC6333
MQ5UCKQT74TT1PTLKOAA,17160.08221526106,XC6333
0Q3F4TI609DZNW96RY6A,17831.23351140417,XC6333
1C7LOCF2QRM95719X9JS,16644.302902167998,XC6333
VE203Z5D1FGQGUE9B835,16943.886620428013,XC6333
26GJAG67U4ZJGRBDC6CL,19043.224824423305,XC6333
J4TI1OB5XV0MHXQV69LQ,17085.636122025113,XC6333
TFUV00JT0Z9MW4LJ16I5,17470.17970913203,XC6333
2EBKARKRKW1JEDGSU1ZL,16784.386526781433,XC6333
M9M0Q8P8CVK6ABNYYGBJ,16968.57735694148,XC6333
O1MT52Q3JKI8O40KXA8I,15730.236752509245,XC6333
9DXS8P31VVPOXXCMLSKJ,17084.77975266199,XC6333
RY15ZRNLI4KF7M592LAV,18437.729588693932,XC6333
SPE1QXQNHLPJL0LO368P,16846.792235711357,XC6333
7OOKOBO6CQMQ6VJZ6XIS,15100.984841184767,XC6333
D4HZGMJNK3D62DR8O3V5,14641.09605295819,XC6333
DZL4S6S5W0NE6VFJ0J7E,14503.638428576181,XC6333
2UIHSN3X3HI7OXRROS5X,12843.9057316615,XC6333
OH3NXB0YVY9G7XZUQ6YD,16372.927167338028,XC6333
V086ESYHCK361MK97PPG,15154.37993394688,XC6333
XVBCAJ5JKPWXYPIV8PXQ,11477.858545242952,XC6333
1N7ZG6IHSSOC9XHMZTHK,18607.408002790566,XC6333
L0XMCNVP0MM2RPEAAUHS,18210.415386784396,XC6333
8ZP08O5Z1U0PJD965AYF,15549.250762596972,XC6333
NIF4ZELCF7MAKBX60MG2,16720.800826982326,XC6333
W3XV04G4SOY48OWRGQFE,16231.638187054368,XC6333
Z2932ZN4HT7ZXZ1WNXDI,18680.203613752125,XC6333
XPZ4UTACLAI9PSPVNGCD,15097.54623110362,XC6333
MSICQ4IGE0ZMS9GGMQTI,16855.66495819915,XC6333
IMCVT423WN1CEB67IKXQ,14543.543835475859,XC6333
TPMDOVCC0G5PG28CIG6B,16555.740875447496,XC6333
8EROJVO5AE30EQM1QSEC,14515.743466613912,XC6333
AOBILUR086CMSFI209AM,14212.419766234172,XC6333
IZOORKYBK42UVK5GUZ9X,16841.1391452389,XC6333
XART27ABDMR71SNZBKYZ,18558.534976102914,XC6333
SSINSYJW8D5YML6OBHXW,13118.651682807347,XC6333
BPJNM69QHFXZXT8SLRLD,11316.627855291095,XC6333
IS1DFDM5WEGGCC8U6ZHP,14061.886007060239,XC6333
GC5NFOVW6S40611LPN8K,15587.940292838764,XC6333
5WWMSXTDNJBIRWBQWZ48,14024.735116448479,XC6333
IXGHBQJKJUIJ97M7K8NX,13911.830783455804,XC6333
N4E22HROL8ASJH47515M,19730.655164676464,XC6333
Y6XV0TWT0O7AE785GGTJ,13568.712707888099,XC6333
AI574FDVVL9YD0X024OP,14291.156198864852,XC6333
BN6YIRG78VF92GIB9P06,14630.728790439298,XC6333
IAPEKKPDXDJ05K85KGXR,17686.59026995873,XC6333
VGLYPX2EEPE338K9L0CN,18452.437130762857,XC6333
E3H3CEVWH26WVWQSJOL8,14646.30205089269,XC6333
X8FMXQEYIBNOOQPRSUI5,15621.073691495922,XC6333
L40CEIH73X7S4NXOFAXT,10390.300783953151,XC6333
T0V00S40QW4CRUHRRMKV,16007.692033079165,XC6333
NWAWA2MODP35NIKP1B3S,16293.588694757085,XC6333
MC6YD1GZDB1OIT2NL2BL,15580.669297406688,XC6333
UNXW0DX5KWAOSUG3S2P8,15285.922682555882,OO2037
MT8MZPX03I24Z60YZ2KE,17787.358442125776,OO2037
UQSN7VST1CUUL5IEOLH6,18770.135405293306,OO2037
AUCV2S1HTTEZ91C5B44X,16470.040303464735,OO2037
0ND1HQDBK2GN357V5K8U,15905.635461784299,OO2037
R5JRJIQRX37UXNSTYPJD,15611.213901124112,OO2037
E5ULBJQ8A3O9JVPKOIIP,16897.658669493692,OO2037
X52720CNOGWD8GUDBTFB,13552.883163426697,OO2037
5ZHKUMTYMA0ZX3BANTZH,16847.424276469304,OO2037
T00EMBZQAP394UF5K9EB,14798.11295392453,OO2037
QR9UZQZ5RGL7EH2E3KW0,17291.59896395044,OO2037
WY9J1ZYX5V6QDTFYLF7C,17669.301515748404,OO2037
3WCZHHRJ6CKM8V5FW18Z,16742.264588603735,OO2037
6HF3UD60QSKJOAIO9RD5,14903.799700837877,OO2037
R31F6G9JO2QKZODKH1Q6,14847.926923775347,OO2037
FYU0TFWLIKJK22UCSX17,19403.943430829717,OO2037
OIPKC4UU47FHEW0O4RUC,16638.65880727667,OO2037
TNF6N5DYBRLBA8ARG0TU,16281.724876547218,OO2037
PVM12C9XW9CCVM3S6W78,18429.767941191873,OO2037
I232Q6JEVYT4GYYFBF0S,14798.38285485398,OO2037
NXQA4V2MG3UKM4FEZ43S,16015.837160649215,OO2037
EZRRT8895KLL6IFPY6G5,17462.429092824743,OO2037
M7L8ZXA3XPABEVTF2X6E,16087.97104943679,OO2037
CPVVS5MFPLZL50VPFY8Z,18995.291253664473,OO2037
FNYRKNJODZTYBH2V8SNS,17950.653245854242,OO2037
NTZYROCDW5L5Q9QOFML0,18550.41934310055,OO2037
NUNUPNWHB4Z28Z87B9HD,14653.096698079647,OO2037
RAKOGL2YA18OEVCVQ16J,17961.13036981305,OO2037
GT0SVS56ZNCZMA0B0P4Q,18012.394068851056,OO2037
RYQCOHF82RPWFBG7WJVV,18301.29835800816,OO2037
MGK6NSOD13YCIOQP6D0O,16220.737169059135,OO2037
KDHQFU6ZUEW6D8DHA3LP,17654.367554495017,OO2037
S7YFCWDC7IQT97EU8LCD,15952.809186409,OO2037
LYHOJKOJ5F2B2RNYRP5I,15791.613265942146,OO2037
QCTC48TE8R2PE6HK8SE0,17499.08347711681,OO2037
QAZRVW1NQS2XX88O78T5,14906.266038557256,OO2037
QD3Y47ZNP2TPGMAIS2AD,15748.374661906584,OO2037
SSKGQQD5QKWQP4MXBCAN,15539.69819784698,OO2037
Q2V8EBRK7M7C1OUEGBMS,17277.836098217143,OO2037
87TY71UI09C9RQT8P1BK,14971.641957648611,OO2037
6AZRZIQE3FLA6ENPYRHF,18074.524834400694,OO2037
S8VQ5Q1PAP2ER56MF6YQ,18939.646119786823,OO2037
6XJPM7OQUHS2UJ8D1E1Y,16488.716260405454,OO2037
VEB2VHB0XP4SSDJ4CMUM,16156.449463086032,OO2037
MCXYTKR5Y7ZQRYQAYB4L,18071.87727154683,OO2037
B33C4ZXS6OI9OXLBA7UD,15762.061424564183,OO2037
R3KMPBDEIUMQ88694X2B,12756.399373740906,OO2037
G6G6LSZYMYEYKO0Z9GHU,19044.29248555389,OO2037
2XLTJLGA3AFEQ2NU511N,17247.863890607237,OO2037
EQ0PG6KD1UME8GRFT8SH,14956.844138280983,OO2037
YR1WFP9W15PGXDD7FBR3,15938.536411002035,OO2037
FHVGUVLI6RX8GVJ164U6,19302.430243253082,OO2037
WD52FHUXXUSZI2EOAJHY,16242.458087852367,OO2037
1AOKPPRV1GBFEGKPFV04,18051.99917906082,OO2037
89GVFY35HEHLM9DQIUAP,17225.410786010114,OO2037
TWVGH8Y54A0XTJU296PP,15906.065522986235,OO2037
ZZU09AEIQDT86SVMTUA0,15379.338247426065,OO2037
NUDACR88PP7TXK8V6UVC,16864.32401504802,OO2037
D6SVBZK8CG15DAUKST72,15996.767594467019,OO2037
1MSSYGMGCTULXK0WFS1X,16065.138546085152,OO2037
NKAU9AUYEZSYL0ZYRQ2B,16874.685605090897,OO2037
KW72NJQAYJTL9TBEEIDG,16109.74606465713,OO2037
EGNH5NH84RXF81C0Y2F5,19192.46632452236,OO2037
EB2ZHKBNMBQC35MB9X9T,17061.649429212976,OO2037
N3XBBBI43ORR6E6OC8JF,16043.020966470693,OO2037
PM3PGES7J9WMMMGDXFHX,16081.633378730166,OO2037
LV463O5JMO6Z78F9LOKF,16657.390111047236,OO2037
MF2HJTSM36PRBFYCHPRE,17437.80579582138,OO2037
19SERZ9GKJ6P3EGE9TCY,17019.400207947663,OO2037
HHWL1HSQ04SVBHOYGBVE,13131.225659404296,OO2037
ZY620PQ5PLNL3773RKOO,15629.418490466298,OO2037
D6U8K5XYI3XBLXEU72TZ,14209.41964896745,OO2037
0GKO2KCRPKWOOUJ5NE6L,16347.17937774234,OO2037
G99RC28CBH53LZ79D850,16727.465258993172,OO2037
0Q8C2QAAC11O217JEVSX,16036.203364276647,OO2037
BKTLHHHQG40C0HZUIOFU,16964.297855859673,OO2037
BD8ZDXULRP3EMVLGQSEG,14283.78193215255,OO2037
LAWQ533QSNR9UQESI2NH,17502.97686814699,OO2037
LM11YXZZXMS1PJV2QPMP,17517.900983259242,OO2037
LJW8OW9CYAQMAADE3TG4,16312.58654354677,OO2037
FV97TRU3ZPYK62VSFUU3,17196.859347836526,OO2037
VM10ATOBJHIE2OXI3PSK,17217.079079090738,OO2037
U9P9K32U1TCYJL1BPSJD,14400.885948734162,OO2037
8O6VY4KRV8BL2V9597Y8,13755.947149569745,OO2037
8XFYLXTN1HJ9XZ78MZZ3,15213.353373789487,OO2037
F304A9QFQ1PQKCP61249,18684.62929687482,OO2037
VPB65IYLVY8717ZQHS41,17741.574414743773,OO2037
CHJX96GU4MCPP2WF4OC3,15958.649733741273,OO2037
OIU25ZYKP103XLYCHC8L,16370.790672564868,OO2037
9Z2QAF5VMXMI0NA0Z7OC,16652.41377880826,OO2037
Y3AB3BDZCY01J6DF6K1U,17109.67983695856,OO2037
ASGTGUR4RDOSO5S5Y402,14890.06460418443,OO2037
P3L0CV7N827QMGB3T0SX,16280.80605577252,OO2037
ZTS2DV4NERM0VV4IZAAZ,18188.98145839577,OO2037
LGAL1KVFGWU25ETTQVQD,16495.635258802788,OO2037
PY1SB040WAM7FLAPN0WA,16226.689298144423,OO2037
OSFTX9J0O8KYKQTB96WB,15547.115221333208,OO2037
V5NKOK12OE6963777JE0,17376.507702305546,OO2037
E1N332VXP0N5DRA5RBDR,14801.21951272908,OO2037
Q5GI8B9E5CBWGYKJZ3R9,18043.772739230677,OO2037
WJXCSE9NIE7ZINWKODQV,15534.577050454838,OO2037
WW2QCG153EED2P4107NR,15269.516453215347,OO2037
LYB8P81CXXPF5AILN39H,16419.94506976101,OO2037
U3RBZKDINZBO0UFCEL45,13625.14700755413,OO2037
8QNM9935LR70E6W9PQRL,18067.142716856542,OO2037
TMX3YL0R3R4L3WHQD1RQ,15075.702329294516,OO2037
EFJB3P04G423UUI68H8Y,16147.42948460363,OO2037
KEVEYBOWA95UL1A5MUB3,17343.39048413523,OO2037
ZAPSP2VTCHII0CTGO1RX,16639.075382386836,OO2037
BVFWUFN533EL2R16U1NE,16624.38884976169,OO2037
SN3BQOHQLSGVDRITW3J8,15403.784416335744,OO2037
UDPBOEQXMMG3WOGKR035,17034.30424865666,OO2037
FGP0XGLXUKULOWAQWIPN,18233.859956185606,OO2037
FSMFHHC07QHVX3WUVKOM,12871.983345161658,OO2037
USBBOV1RWI76EMRQCIDX,14709.064758537894,OO2037
Z9D7L4FWLFBJBFSNB6LV,13268.44875776448,OO2037
OOKCUD4PROG1VUZEOMQS,15653.57643304507,OO2037
EOXZPSUU67FZ4MRWBPUE,17855.328223496163,OO2037
XKWOIW08W406ERJ682UD,16378.794022543814,OO2037
UZYXFFPTU0TFZA451Y5K,17214.465066382418,OO2037
E32VK17GIHPHPLMVO85Q,17397.70217293939,OO2037
7NN3L8K4Y44KAOJLESX7,13927.305887465673,OO2037
XYT6V659PTTVSCHZ9JU0,16615.302810544694,OO2037
VG5K99A7127SL8KPN5C8,17218.132035811315,OO2037
4OBKSZH4QIRR2ZRQTV6O,17565.054999496482,OO2037
0L4IQP9O9YQCF731GYPV,15718.866905365285,OO2037
L7AX6SE3J2OIX2LEL61J,16166.605905529294,OO2037
XPZJCAHIWE7S5XTWJH3V,13889.035245960302,OO2037
2K4O2FXP1MKMXJ9B8NKL,16089.551571045384,OO2037
C2XA1Q370CL7T2WUB77V,15634.39068871455,OO2037
59MHUPV86ZEKTW6EXANT,17582.23157230889,OO2037
R5OE1KLBQ912Y3FF40TA,16268.198455731967,OO2037
444KSVQ42IY9OI8F157Q,16773.18144764391,OO2037
F6J9KFN4GJW1J3IL3IIZ,16422.56012925497,OO2037
1O2AJFE9U36YCT15QVZE,13995.904884451023,OO2037
HXV3IISMFK7UBX5KPW3H,14268.58621848847,OO2037
53KQ9N91ADDEAW0YE6ZI,15583.32817377515,OO2037
JS7TCTD338TXF75ORDWY,14241.102603343723,OO2037
LVPMSFQZP959IY6XHGM7,17110.645750202042,OO2037
MEBP3E382BD4KQZ82JJO,17433.825665050237,OO2037
COXEVVZNZOYMIM6S2QTC,16900.564988242524,OO2037
AL1HUTQPIMTPZCFUIVPK,16770.115243351618,OO2037
R3PE2FH17KXI0R6HV63E,15468.121059803103,OO2037
8096HV7CRGDU19EC9MBI,15567.785541182906,OO2037
5ISK7MOZ7BDDEHU8A4DR,14428.135911550895,OO2037
TF9RGNE7AZQXUPOGFWRV,14353.308370055025,OO2037
ZFTMFDONH1WY5CXYVVG6,17468.34188500329,OO2037
1QCO9T0EMD8R9B13U884,15622.057472215536,OO2037
KYTYK4CNW4JSIBAMGYDF,17195.71449420938,OO2037
8OZ4QNN7VQUWVY2USBWC,14317.560386647423,OO2037
LPCW03SX7LS595WP21LK,16014.388867133202,OO2037
8H5FDZFC96KKOSA03YQ2,15595.628012507483,OO2037
5CTFNEOFP3MLZJ4A5XHS,19249.16500523948,OO2037
1S0MFZOERFMGBM4FJX5U,17253.67947200283,OO2037
OL5BYBIV3XZAZKNOXGDF,15313.731453163655,OO2037
VMIZODM91V5COYABIICO,16581.67902987508,OO2037
DP2G2QLQ1NIMBQQU2NCL,13212.403658416162,OO2037
UPX7V8F34477B9VKH3LP,15982.009443586547,OO2037
ABSQ4P6RVIGTP4Q4PSQM,16139.3922204898,OO2037
NKXK7A29J4XYVN11W4JI,15608.516545805825,OO2037
KWV9LYFYGB21WFYQ60UC,17342.78461362913,OO2037
CC0YR5V1UTZ8QZKAJM8L,17948.705677434755,OO2037
0E9STP7SVRE184FEXS96,15355.281226449464,OO2037
1X8TPT3MUX29LOD68SB0,14837.131473654175,OO2037
N4XGIWSE5R7P9078P5GT,17839.326170771536,OO2037
R3I6EP5AVXMBA2Z0EOGX,16444.536860774093,OO2037
OHSW7QQB35PZ9ZEV700R,14604.327653677625,OO2037
0RUVXPAPYA2FIEOVXBUW,17681.80118767668,OO2037
QF7EOQ3WGM1CKVPKHXUH,17779.522593347647,OO2037
DTEJO9AJP9WYWUPSDBK6,18978.95601953081,OO2037
T3PESU61TU5H0UNEJJ0F,17408.542251471066,OO2037
UDIWC2YLI8EQB8LAY0JW,17557.86817103356,OO2037
1Q8M4I8X3LC961MMLC49,19029.35738289661,OO2037
1SD9LNY1EPZKC8DHRABK,15833.465305004074,OO2037
G1OKEVQU46M6YP8MF3V1,17399.17356819358,OO2037
GZMS6Q9DZFO7KQ9PIP97,16412.419493678364,OO2037
OJ9JSTTRAJQ5CUWA2JIK,17369.408631195336,OO2037
41I6HI0VHEJY02IRCGF8,17359.68346456605,OO2037
UYEYMP5E2ZAYNUCN03KQ,15198.167791330878,OO2037
RT0XVMN9UD7SL2BUXTX5,18700.49408882124,OO2037
2BR552AUO8570WK7CQY0,16210.598348901423,HP4524
TPEXVCEP6F53310GHIT8,18973.55396352882,HP4524
EUZRVYCS8T01MFRN1ZIR,16909.951618775358,HP4524
UHT1PTUIIYWYF87P3YVQ,17503.59827453678,HP4524
E48IHSBR9JT57SJ8GEYF,16986.67354109884,HP4524
HS683C1NLFME5QJ0XV60,18109.16814900611,HP4524
8T39FGVPEJ92QK5FCXJ8,18625.47988640888,HP4524
VI5NG3ZKDGBW5PMQOEOI,18920.233270972385,HP4524
DCSLUKQPYOX4VMYQUWM8,18841.30002039385,HP4524
P6594HM0WOD9PA2DWVGN,17911.015419451523,HP4524
PPA5GIDIFA3F28AU6Z52,16085.137125520869,HP4524
X7JCBN72EOV8KZROME6L,17007.09867432781,HP4524
NFB32Y7XJBSS5HVIPRZG,18430.81205430222,HP4524
ZSY3K0F7BW4TUYXNGM9J,18681.93504089158,HP4524
2E35YOGC9KL4XJ7P6DQM,19587.063980312258,HP4524
M0Z99QRYVS3MI87LG76G,12542.005514055847,HP4524
BZOLQRLNUF9Y0EKT1HPJ,16074.367510176831,HP4524
EWIKX5OEM6DD7FF53R8D,16584.825274627914,HP4524
SOWCM2OPSX8TV5BDUY40,14858.413003813133,HP4524
A5BFNQXYQ9RPOMPPQ5FR,18249.447105317595,HP4524
0VXGYWI88DCXXUXV1WQ8,19350.89460714328,HP4524
U7NFCLTHD0DYBXVRV113,20139.928898179736,HP4524
LIODSBCGAAN795UW77VR,17226.535494290354,HP4524
U4JYSCI6VS1P3ZMC0ZWG,19094.36484818993,HP4524
RSHEDNM6AG0BZOSNOZ5I,18586.861930991818,HP4524
ZW0VYAEFT2S4GGO3BD7F,20181.556613454566,HP4524
NH2CV853UTCYY8K45RHT,20225.272004500635,HP4524
FI0KOH1ZRPBGIC6I6R01,15822.5304634028,HP4524
X9TYQFQFQT8L55WUU6YN,20848.31608057478,HP4524
7IAQMWB60WTWXRCLRDI2,17733.56139553895,HP4524
B0OV8BCGEN8NPMEPJHEV,16403.419729784924,HP4524
